game_id,home_team_id,away_team_id,tournament_id,game_date
212,6,11,0,2000-05-22
213,15,11,0,2000-05-23
214,5,4,0,2000-08-11
215,6,17,0,2000-03-08
216,7,0,0,2000-05-21
217,5,17,0,2000-10-17
218,1,12,0,2000-11-26
219,9,7,0,2000-06-17
220,15,7,0,2000-03-02
221,1,8,0,2000-10-21
222,10,12,0,2000-01-08
223,13,0,0,2000-05-24
224,11,4,0,2000-10-13
225,14,8,0,2000-06-10
226,4,10,0,2000-01-06
227,6,7,0,2000-02-01
228,7,2,0,2000-07-13
229,8,13,0,2000-05-07
230,9,5,0,2000-01-03
231,11,13,0,2000-03-13
232,14,16,0,2000-05-19
233,7,6,0,2000-05-23
234,3,14,0,2000-10-22
235,16,2,0,2000-09-14
236,6,15,0,2000-08-17
237,2,5,0,2000-07-05
238,17,16,0,2000-10-12
239,14,1,0,2000-02-10
240,14,11,0,2000-03-16
241,16,3,0,2000-04-20
242,9,14,0,2000-03-20
243,17,4,0,2000-07-24
244,10,8,0,2000-10-01
245,10,13,0,2000-06-23
246,17,10,0,2000-02-05
247,16,17,0,2000-06-10
248,0,13,0,2000-01-16
249,9,1,0,2000-04-01
250,8,4,0,2000-06-14
251,3,12,0,2000-11-19
252,12,15,0,2000-03-22
253,5,12,0,2000-10-28
254,2,0,0,2000-10-30
255,10,6,0,2000-04-21
256,2,16,0,2000-10-15
257,17,11,0,2000-08-14
258,3,4,0,2000-05-16
259,4,15,0,2000-09-17
260,6,1,0,2000-10-27
261,16,14,0,2000-11-13
262,16,9,0,2000-10-18
263,8,14,0,2000-01-25
264,13,5,0,2000-07-09
265,0,4,0,2000-06-26
266,7,8,0,2000-12-02
267,1,2,0,2000-12-17
268,5,10,0,2000-07-25
269,6,5,0,2000-03-24
270,3,0,0,2000-07-26
271,5,15,0,2000-07-28
272,1,7,0,2000-12-11
273,9,17,0,2000-09-14
274,4,16,0,2000-04-01
275,1,14,0,2000-12-08
276,13,15,0,2000-03-29
277,2,9,0,2000-04-24
278,5,3,0,2000-07-30
279,0,8,0,2000-12-27
280,11,10,0,2000-04-08
281,17,6,0,2000-04-08
282,4,2,0,2000-04-14
283,17,13,0,2000-12-24
284,0,6,0,2000-09-29
285,13,7,0,2000-06-26
286,13,14,0,2000-08-09
287,2,3,0,2000-01-15
288,12,6,0,2000-12-28
289,12,3,0,2000-04-23
290,2,13,0,2000-05-06
291,7,3,0,2000-04-16
292,14,6,0,2000-02-06
293,8,5,0,2000-03-07
294,6,14,0,2000-11-09
295,12,11,0,2000-05-05
296,9,12,0,2000-10-21
297,0,9,0,2000-12-01
298,17,8,0,2000-12-28
299,1,16,0,2000-07-17
300,2,10,0,2000-06-09
301,8,7,0,2000-02-03
302,7,16,0,2000-03-09
303,4,5,0,2000-07-27
304,7,9,0,2000-09-26
305,17,9,0,2000-10-25
306,18,37,1,2000-05-21
307,19,37,1,2000-05-22
308,20,28,1,2000-06-05
309,21,35,1,2000-08-26
310,21,25,1,2000-04-06
311,22,30,1,2000-01-22
312,22,24,1,2000-06-20
313,20,25,1,2000-03-12
314,23,33,1,2000-04-05
315,24,20,1,2000-12-09
316,25,23,1,2000-11-18
317,26,28,1,2000-02-13
318,27,19,1,2000-07-02
319,21,24,1,2000-10-04
320,21,32,1,2000-04-23
321,28,18,1,2000-12-11
322,26,20,1,2000-03-03
323,29,24,1,2000-10-29
324,30,36,1,2000-10-01
325,31,23,1,2000-09-01
326,32,34,1,2000-08-07
327,23,21,1,2000-07-02
328,19,29,1,2000-11-19
329,25,28,1,2000-10-30
330,19,32,1,2000-08-08
331,21,18,1,2000-09-13
332,33,26,1,2000-09-13
333,26,21,1,2000-07-29
334,33,29,1,2000-08-20
335,34,28,1,2000-01-21
336,31,27,1,2000-03-21
337,25,34,1,2000-02-27
338,25,18,1,2000-09-17
339,35,19,1,2000-07-26
340,36,19,1,2000-04-22
341,23,36,1,2000-03-02
342,20,19,1,2000-02-17
343,32,20,1,2000-06-10
344,33,36,1,2000-05-14
345,30,35,1,2000-04-28
346,28,19,1,2000-03-05
347,34,37,1,2000-12-26
348,24,18,1,2000-12-30
349,18,24,1,2000-12-28
350,21,20,1,2000-01-13
351,34,35,1,2000-02-21
352,20,24,1,2000-10-01
353,29,21,1,2000-02-11
354,29,32,1,2000-09-11
355,19,34,1,2000-02-05
356,31,22,1,2000-08-04
357,19,36,1,2000-09-11
358,27,25,1,2000-06-04
359,33,32,1,2000-11-17
360,33,23,1,2000-05-18
361,37,27,1,2000-03-18
362,21,26,1,2000-06-22
363,33,21,1,2000-01-31
364,36,18,1,2000-03-31
365,23,28,1,2000-01-03
366,32,27,1,2000-02-09
367,20,18,1,2000-09-07
368,24,33,1,2000-07-30
369,22,26,1,2000-09-04
370,19,30,1,2000-07-20
371,26,29,1,2000-11-04
372,19,24,1,2000-04-24
373,29,19,1,2000-01-10
374,37,31,1,2000-05-04
375,31,29,1,2000-05-28
376,24,22,1,2000-11-07
377,30,37,1,2000-10-04
378,27,29,1,2000-05-15
379,34,36,1,2000-08-20
380,28,23,1,2000-11-13
381,32,22,1,2000-09-26
382,30,28,1,2000-01-08
383,36,30,1,2000-12-23
384,35,25,1,2000-01-24
385,24,29,1,2000-03-04
386,24,28,1,2000-04-07
387,26,19,1,2000-08-13
388,35,21,1,2000-08-27
389,21,37,1,2000-10-24
390,36,22,1,2000-11-30
391,33,37,1,2000-05-25
392,34,26,1,2000-10-08
393,22,33,1,2000-02-21
394,28,37,1,2000-03-31
395,21,36,1,2000-12-27
396,24,34,1,2000-06-24
397,34,29,1,2000-05-05
398,21,27,1,2000-09-23
399,32,26,1,2000-01-11
400,21,28,1,2000-09-28
401,25,22,1,2000-06-12
402,34,32,1,2000-07-22
403,24,37,1,2000-06-21
404,35,36,1,2000-06-02
405,29,23,1,2000-03-11
406,18,30,1,2000-10-31
407,37,28,1,2000-09-22
408,22,18,1,2000-02-04
409,35,33,1,2000-03-31
410,22,34,1,2000-09-02
411,26,31,1,2000-02-20
412,28,36,1,2000-01-31
413,19,21,1,2000-05-30
414,23,35,1,2000-11-09
415,28,35,1,2000-09-01
416,33,28,1,2000-02-08
417,37,35,1,2000-06-03
418,22,28,1,2000-10-24
419,37,23,1,2000-02-16
420,20,36,1,2000-07-20
421,32,18,1,2000-06-28
422,21,19,1,2000-03-25
423,34,27,1,2000-08-22
424,28,20,1,2000-12-30
425,29,36,1,2000-07-19
426,31,26,1,2000-02-27
427,20,34,1,2000-09-21
428,24,25,1,2000-07-21
429,27,23,1,2000-04-17
430,30,21,1,2000-05-18
431,35,34,1,2000-08-03
432,37,29,1,2000-04-13
433,29,26,1,2000-05-13
434,30,31,1,2000-04-30
435,37,30,1,2000-11-23
436,24,30,1,2000-02-22
437,35,29,1,2000-04-10
438,36,20,1,2000-09-22
439,24,21,1,2000-07-11
440,26,30,1,2000-06-05
441,22,36,1,2000-12-29
442,27,22,1,2000-09-29
443,24,26,1,2000-03-24
444,31,34,1,2000-11-13
445,28,24,1,2000-05-21
446,26,33,1,2000-10-29
447,25,26,1,2000-03-17
448,23,37,1,2000-12-19
449,24,35,1,2000-10-07
450,18,21,1,2000-10-16
451,22,31,1,2000-04-21
452,25,33,1,2000-06-10
453,37,20,1,2000-09-14
454,25,21,1,2000-05-05
455,20,33,1,2000-07-11
456,37,36,1,2000-09-29
457,23,22,1,2000-11-16
458,27,37,1,2000-10-30
459,34,22,1,2000-12-17
460,34,31,1,2000-03-13
461,34,21,1,2000-06-26
462,23,25,1,2000-11-27
463,28,32,1,2000-02-15
464,23,20,1,2000-12-24
465,34,23,1,2000-10-12
466,32,25,1,2000-09-02
467,21,30,1,2000-11-25
468,21,29,1,2000-04-20
469,23,29,1,2000-07-05
470,20,37,1,2000-01-09
471,32,35,1,2000-01-28
472,26,25,1,2000-08-24
473,23,32,1,2000-07-07
474,33,27,1,2000-06-01
475,33,31,1,2000-10-11
476,19,25,1,2000-10-11
477,19,31,1,2000-08-18
478,37,19,1,2000-04-19
479,20,21,1,2000-03-18
480,22,27,1,2000-07-27
481,33,18,1,2000-11-30
482,29,35,1,2000-03-24
483,24,36,1,2000-08-16
484,30,26,1,2000-09-28
485,33,25,1,2000-04-04
486,32,29,1,2000-04-19
487,30,18,1,2000-01-19
488,24,27,1,2000-12-26
489,18,27,1,2000-11-22
490,36,25,1,2000-08-25
491,26,36,1,2000-09-06
492,21,34,1,2000-10-14
493,20,27,1,2000-05-23
494,35,24,1,2000-12-31
495,25,24,1,2000-03-20
496,34,25,1,2000-02-14
497,22,20,1,2000-05-17
498,34,24,1,2000-12-02
499,28,22,1,2000-06-10
500,37,26,1,2000-12-17
501,32,19,1,2000-05-04
502,26,35,1,2000-10-02
503,29,33,1,2000-10-07
504,22,32,1,2000-03-12
505,30,22,1,2000-08-23
506,28,33,1,2000-03-25
507,35,20,1,2000-07-23
508,36,34,1,2000-05-06
509,31,18,1,2000-10-21
510,29,30,1,2000-02-23
511,30,33,1,2000-08-25
512,25,30,1,2000-03-19
513,27,34,1,2000-02-23
514,22,37,1,2000-01-01
515,18,35,1,2000-01-12
516,18,36,1,2000-08-01
517,27,32,1,2000-06-30
518,30,29,1,2000-06-16
519,20,35,1,2000-07-29
520,18,33,1,2000-06-23
521,30,27,1,2000-06-07
522,27,28,1,2000-01-12
523,20,32,1,2000-06-01
524,36,33,1,2000-06-11
525,35,22,1,2000-01-16
526,20,29,1,2000-04-27
527,37,33,1,2000-11-22
528,33,19,1,2000-08-05
529,35,32,1,2000-11-24
530,20,31,1,2000-02-21
531,35,23,1,2000-04-25
532,22,35,1,2000-09-22
533,37,32,1,2000-03-05
534,22,23,1,2000-06-18
535,31,28,1,2000-11-28
536,33,24,1,2000-06-19
537,35,27,1,2000-04-11
538,26,24,1,2000-04-19
539,34,20,1,2000-02-25
540,22,25,1,2000-07-24
541,35,18,1,2000-07-07
542,26,37,1,2000-02-25
543,32,36,1,2000-04-11
544,26,22,1,2000-10-04
545,36,37,1,2000-04-10
546,19,18,1,2000-11-07
547,18,31,1,2000-04-02
548,35,28,1,2000-02-04
549,27,21,1,2000-06-18
550,20,26,1,2000-12-05
551,37,34,1,2000-05-24
552,25,29,1,2000-03-03
553,28,21,1,2000-11-29
554,19,22,1,2000-04-26
555,18,19,1,2000-03-20
556,36,27,1,2000-07-04
557,29,37,1,2000-06-15
558,21,23,1,2000-12-03
559,25,37,1,2000-04-28
560,31,30,1,2000-03-16
561,27,36,1,2000-08-29
562,22,19,1,2000-09-18
563,19,26,1,2000-10-30
564,18,32,1,2000-02-21
565,32,30,1,2000-07-27
566,20,22,1,2000-06-19
567,24,19,1,2000-11-10
568,29,22,1,2000-06-02
569,28,30,1,2000-09-13
570,32,33,1,2000-04-28
571,24,31,1,2000-01-25
572,26,34,1,2000-03-31
573,30,24,1,2000-03-03
574,33,22,1,2000-08-28
575,21,33,1,2000-05-06
576,33,30,1,2000-03-05
577,31,35,1,2000-06-30
578,28,26,1,2000-07-04
579,36,35,1,2000-11-15
580,35,30,1,2000-03-26
581,36,23,1,2000-07-26
582,32,23,1,2000-02-12
583,27,30,1,2000-09-15
584,21,31,1,2000-05-17
585,23,34,1,2000-02-10
586,28,31,1,2000-07-02
587,37,18,1,2000-12-25
588,31,33,1,2000-04-10
589,27,20,1,2000-01-18
590,29,25,1,2000-10-13
591,23,30,1,2000-01-02
592,27,26,1,2000-01-04
593,34,18,1,2000-01-11
594,35,37,1,2000-05-08
595,23,31,1,2000-10-15
596,18,25,1,2000-05-04
597,27,31,1,2000-06-10
598,18,26,1,2000-06-27
599,22,29,1,2000-06-17
600,26,23,1,2000-10-16
601,25,31,1,2000-04-16
602,37,21,1,2000-03-14
603,32,37,1,2000-12-22
604,31,36,1,2000-06-19
605,23,18,1,2000-02-01
606,36,21,1,2000-07-25
607,29,20,1,2000-06-27
608,26,27,1,2000-11-14
609,18,22,1,2000-05-05
610,27,33,1,2000-02-01
611,34,19,1,2000-11-12
612,23,27,1,2000-12-04
613,20,23,1,2000-11-29
614,35,26,1,2000-07-17
615,24,23,1,2000-02-05
616,28,34,1,2000-08-21
617,20,30,1,2000-10-02
618,36,31,1,2000-02-07
619,18,20,1,2000-10-08
620,25,35,1,2000-12-13
621,35,31,1,2000-10-09
622,36,26,1,2000-11-21
623,31,37,1,2000-04-01
624,25,20,1,2000-11-30
625,32,28,1,2000-01-30
626,22,21,1,2000-08-07
627,37,25,1,2000-12-28
628,30,23,1,2000-09-17
629,30,19,1,2000-07-24
630,28,29,1,2000-10-02
631,30,32,1,2000-07-26
632,31,25,1,2000-01-07
633,32,31,1,2000-01-19
634,18,29,1,2000-12-01
635,33,34,1,2000-04-24
636,29,27,1,2000-09-01
637,25,19,1,2000-02-24
638,29,28,1,2000-01-16
639,21,22,1,2000-09-08
640,31,21,1,2000-08-19
641,24,32,1,2000-08-28
642,23,24,1,2000-08-20
643,23,19,1,2000-11-04
644,18,34,1,2000-03-06
645,37,24,1,2000-08-09
646,34,33,1,2000-04-18
647,26,18,1,2000-09-16
648,29,18,1,2000-04-26
649,32,24,1,2000-12-27
650,31,32,1,2000-01-14
651,30,34,1,2000-04-08
652,30,20,1,2000-08-03
653,36,24,1,2000-06-23
654,19,20,1,2000-02-28
655,28,27,1,2000-04-06
656,25,32,1,2000-10-31
657,29,31,1,2000-09-06
658,19,35,1,2000-03-27
659,33,20,1,2000-01-20
660,19,33,1,2000-12-09
661,25,27,1,2000-12-01
662,28,25,1,2000-06-01
663,19,27,1,2000-06-24
664,27,18,1,2000-11-24
665,19,23,1,2000-06-12
666,26,32,1,2000-09-15
667,36,29,1,2000-05-18
668,18,28,1,2000-05-26
669,33,35,1,2000-06-15
670,31,24,1,2000-07-04
671,37,22,1,2000-06-16
672,31,20,1,2000-04-22
673,19,28,1,2000-11-21
674,32,21,1,2000-01-01
675,36,28,1,2000-03-01
676,25,36,1,2000-10-09
677,34,30,1,2000-05-14
678,27,35,1,2000-06-21
679,18,23,1,2000-01-20
680,30,25,1,2000-09-27
681,27,24,1,2000-12-13
682,31,19,1,2000-06-28
683,29,34,1,2000-10-23
684,23,26,1,2000-12-10
685,36,32,1,2000-05-22
686,38,43,2,2000-11-21
687,39,40,2,2000-04-04
688,40,45,2,2000-04-30
689,41,52,2,2000-11-18
690,42,40,2,2000-08-22
691,43,48,2,2000-04-11
692,39,41,2,2000-03-01
693,38,53,2,2000-01-04
694,44,45,2,2000-02-03
695,45,38,2,2000-02-11
696,41,47,2,2000-01-17
697,40,52,2,2000-01-26
698,46,42,2,2000-07-04
699,44,53,2,2000-03-12
700,38,41,2,2000-05-10
701,45,57,2,2000-09-02
702,47,45,2,2000-10-11
703,48,38,2,2000-11-22
704,49,53,2,2000-09-04
705,50,40,2,2000-08-13
706,51,56,2,2000-01-12
707,52,42,2,2000-08-01
708,53,49,2,2000-05-31
709,54,49,2,2000-03-24
710,51,45,2,2000-04-03
711,53,43,2,2000-05-05
712,48,57,2,2000-06-02
713,49,57,2,2000-05-19
714,55,49,2,2000-10-16
715,40,54,2,2000-04-17
716,42,51,2,2000-11-28
717,40,56,2,2000-03-05
718,48,46,2,2000-09-06
719,49,43,2,2000-09-07
720,48,56,2,2000-07-12
721,39,45,2,2000-10-16
722,55,50,2,2000-07-31
723,55,51,2,2000-05-06
724,38,51,2,2000-11-09
725,44,57,2,2000-07-29
726,49,39,2,2000-08-02
727,42,54,2,2000-06-22
728,54,57,2,2000-11-23
729,55,46,2,2000-08-22
730,51,50,2,2000-02-20
731,53,40,2,2000-12-24
732,43,42,2,2000-09-08
733,45,53,2,2000-10-01
734,44,52,2,2000-07-06
735,50,53,2,2000-04-26
736,47,49,2,2000-04-14
737,56,47,2,2000-04-30
738,46,39,2,2000-04-13
739,54,44,2,2000-05-14
740,47,53,2,2000-10-17
741,55,56,2,2000-02-11
742,46,48,2,2000-05-10
743,38,44,2,2000-08-27
744,48,55,2,2000-08-18
745,48,50,2,2000-08-29
746,55,42,2,2000-03-10
747,41,50,2,2000-12-09
748,41,49,2,2000-05-09
749,38,50,2,2000-01-03
750,44,46,2,2000-06-10
751,52,55,2,2000-12-25
752,39,50,2,2000-03-30
753,49,46,2,2000-06-17
754,54,53,2,2000-05-06
755,40,42,2,2000-10-12
756,47,44,2,2000-07-20
757,50,56,2,2000-12-11
758,39,51,2,2000-01-22
759,40,57,2,2000-04-29
760,45,49,2,2000-06-05
761,41,45,2,2000-12-30
762,52,39,2,2000-02-03
763,39,56,2,2000-02-06
764,42,39,2,2000-05-25
765,42,45,2,2000-04-22
766,54,52,2,2000-09-03
767,54,43,2,2000-03-14
768,44,38,2,2000-08-23
769,47,40,2,2000-08-24
770,54,38,2,2000-07-19
771,49,54,2,2000-06-04
772,47,57,2,2000-09-19
773,45,41,2,2000-05-01
774,50,41,2,2000-12-27
775,46,51,2,2000-06-07
776,55,57,2,2000-01-15
777,48,42,2,2000-03-09
778,49,45,2,2000-01-02
779,49,50,2,2000-01-04
780,50,47,2,2000-11-03
781,49,47,2,2000-11-05
782,40,53,2,2000-12-09
783,55,47,2,2000-01-06
784,39,46,2,2000-03-05
785,45,39,2,2000-02-14
786,42,52,2,2000-02-27
787,39,57,2,2000-02-10
788,47,43,2,2000-10-04
789,47,41,2,2000-04-02
790,52,54,2,2000-12-18
791,43,46,2,2000-07-22
792,56,42,2,2000-11-18
793,46,52,2,2000-06-18
794,47,50,2,2000-11-19
795,39,38,2,2000-04-17
796,43,49,2,2000-08-24
797,44,49,2,2000-08-25
798,50,57,2,2000-03-16
799,50,39,2,2000-02-21
800,53,44,2,2000-06-29
801,39,54,2,2000-10-21
802,48,54,2,2000-11-08
803,51,42,2,2000-03-07
804,41,46,2,2000-08-13
805,44,41,2,2000-07-09
806,57,45,2,2000-03-08
807,41,54,2,2000-11-16
808,42,38,2,2000-04-18
809,41,48,2,2000-01-13
810,46,45,2,2000-03-29
811,43,44,2,2000-06-19
812,48,47,2,2000-06-15
813,56,38,2,2000-11-02
814,44,39,2,2000-07-15
815,49,44,2,2000-02-25
816,42,41,2,2000-03-02
817,40,55,2,2000-09-30
818,51,57,2,2000-08-20
819,56,49,2,2000-11-22
820,57,44,2,2000-12-03
821,57,49,2,2000-04-19
822,41,56,2,2000-05-22
823,53,50,2,2000-08-24
824,43,41,2,2000-09-05
825,44,51,2,2000-07-22
826,52,49,2,2000-07-18
827,46,53,2,2000-09-30
828,54,45,2,2000-01-10
829,53,41,2,2000-02-16
830,55,38,2,2000-07-24
831,43,51,2,2000-10-03
832,53,38,2,2000-07-10
833,51,55,2,2000-10-08
834,38,45,2,2000-12-27
835,52,44,2,2000-01-11
836,52,38,2,2000-02-20
837,48,43,2,2000-09-25
838,42,49,2,2000-05-18
839,56,41,2,2000-09-12
840,53,52,2,2000-01-08
841,53,42,2,2000-10-03
842,43,54,2,2000-06-12
843,49,38,2,2000-11-19
844,38,47,2,2000-11-20
845,55,39,2,2000-04-30
846,44,54,2,2000-09-14
847,38,56,2,2000-02-12
848,57,39,2,2000-08-27
849,45,46,2,2000-08-30
850,54,39,2,2000-07-08
851,51,53,2,2000-04-19
852,41,55,2,2000-01-20
853,57,50,2,2000-08-22
854,54,41,2,2000-01-30
855,38,46,2,2000-06-03
856,48,39,2,2000-12-16
857,42,43,2,2000-12-10
858,40,50,2,2000-09-09
859,47,46,2,2000-05-19
860,52,46,2,2000-04-16
861,43,39,2,2000-09-09
862,44,47,2,2000-10-09
863,54,56,2,2000-07-15
864,41,38,2,2000-02-17
865,43,47,2,2000-12-11
866,39,44,2,2000-10-14
867,51,46,2,2000-02-08
868,39,49,2,2000-01-28
869,43,57,2,2000-02-23
870,42,50,2,2000-06-25
871,54,46,2,2000-03-20
872,55,44,2,2000-04-13
873,45,40,2,2000-01-27
874,46,57,2,2000-02-11
875,50,44,2,2000-09-21
876,40,51,2,2000-03-15
877,46,50,2,2000-10-14
878,56,57,2,2000-09-20
879,40,41,2,2000-02-15
880,53,54,2,2000-12-29
881,44,40,2,2000-11-28
882,41,40,2,2000-10-19
883,38,42,2,2000-05-28
884,53,48,2,2000-08-11
885,53,39,2,2000-08-10
886,50,51,2,2000-02-01
887,50,48,2,2000-10-22
888,51,52,2,2000-10-04
889,39,47,2,2000-04-16
890,57,47,2,2000-06-13
891,38,52,2,2000-11-24
892,38,40,2,2000-09-10
893,47,48,2,2000-09-08
894,46,40,2,2000-10-29
895,52,47,2,2000-07-31
896,53,51,2,2000-07-29
897,52,56,2,2000-01-06
898,45,51,2,2000-02-13
899,40,38,2,2000-09-16
900,52,41,2,2000-04-20
901,54,47,2,2000-06-18
902,56,52,2,2000-06-11
903,57,54,2,2000-07-11
904,57,52,2,2000-07-03
905,55,41,2,2000-04-12
906,45,56,2,2000-03-03
907,46,47,2,2000-07-24
908,49,56,2,2000-06-30
909,54,55,2,2000-07-25
910,42,44,2,2000-10-19
911,43,40,2,2000-09-15
912,45,42,2,2000-03-15
913,57,42,2,2000-04-20
914,57,41,2,2000-06-27
915,49,52,2,2000-02-26
916,47,54,2,2000-05-28
917,56,40,2,2000-07-27
918,47,51,2,2000-08-14
919,52,45,2,2000-01-09
920,57,46,2,2000-03-23
921,54,51,2,2000-08-22
922,56,45,2,2000-01-19
923,48,40,2,2000-01-21
924,42,48,2,2000-04-19
925,51,41,2,2000-07-12
926,52,51,2,2000-11-14
927,55,54,2,2000-04-10
928,43,56,2,2000-02-08
